Dt,Group 1 production,Group 1 installed capacity,Group 2 production,Group 2 installed capacity,Group 3 production,Group 3 installed capacity,Group 4 production,Group 4 installed capacity,Temperature,Load,Wind,Solar,Prices
02/14/2019 16:00,23.459,31.791,19.549,32.404,18.29,32.74,19.575,29.492,13.1,11277,114,1239,52.39
02/14/2019 17:00,22.37,31.791,18.896,32.404,18.184,32.74,13.312,29.492,12.8,11363,139,691,55.63
02/14/2019 18:00,23.301,31.791,21.093,32.404,15.36,32.74,20.249,29.492,11.9,12235,193,154,60.2
02/14/2019 19:00,22.795,31.791,19.31,32.404,14.784,32.74,20.324,29.492,9.9,12097,274,0,61.93
02/14/2019 20:00,23.605,31.791,19.393,32.404,14.39,32.74,20.307,29.492,9.4,11556,354,0,54.97
02/14/2019 21:00,23.501,31.791,19.042,32.404,14.36,32.74,14.52,29.492,6.3,11013,423,0,49.69
02/14/2019 22:00,23.437,31.791,19.078,32.404,15.06,32.74,18.88,29.492,5.8,10833,476,0,47.53
02/14/2019 23:00,23.659,31.791,19.483,32.404,15.419,32.74,20.286,29.492,6.4,11129,509,0,44.31
02/15/2019 00:00,23.686,31.791,19.382,32.404,13.707,32.74,20.293,29.492,6,10302,520,0,45.51
02/15/2019 01:00,23.769,31.791,19.675,32.404,17.045,32.74,20.351,29.492,4.2,9840,552,0,42.19
02/15/2019 02:00,23.747,31.791,19.495,32.404,17.008,32.74,20.315,29.492,3,9530,530,0,41.72
02/15/2019 03:00,23.762,31.791,19.445,32.404,16.797,32.74,20.225,29.492,2.1,9292,513,0,40.19
02/15/2019 04:00,23.815,31.791,19.474,32.404,16.815,32.74,20.259,29.492,2.1,9132,503,0,41.1
02/15/2019 05:00,23.821,31.791,19.417,32.404,16.207,32.74,20.262,29.492,0,9511,504,0,43.67
02/15/2019 06:00,23.913,31.791,19.821,32.404,17.303,32.74,20.353,29.492,3,10403,528,0,52.98
02/15/2019 07:00,24.009,31.791,20.059,32.404,17.729,32.74,20.438,29.492,4.6,11486,577,0,59.98
02/15/2019 08:00,20.529,31.791,19.879,32.404,17.644,32.74,19.654,29.492,3.3,11980,630,0,61.73
02/15/2019 09:00,20.005,31.791,19.906,32.404,18.36,32.74,20.255,29.492,5.2,12101,662,215,56.76
02/15/2019 10:00,19.666,31.791,19.605,32.404,19.508,32.74,20.264,29.492,8.2,12183,657,765,53.13
02/15/2019 11:00,19.213,31.791,19.343,32.404,18.986,32.74,18.887,29.492,10.1,12205,600,1326,51.01
02/15/2019 12:00,20.12,31.791,19.047,32.404,18.707,32.74,19.71,29.492,12.5,11981,499,1734,42.65
02/15/2019 13:00,20.959,31.791,18.819,32.404,17.483,32.74,18.212,29.492,14,11826,396,1940,42.25
02/15/2019 14:00,22.08,31.791,18.866,32.404,17.728,32.74,18.151,29.492,15.3,11584,326,1928,42.52
02/15/2019 15:00,22.099,31.791,18.743,32.404,19.007,32.74,18.151,29.492,16.1,11425,276,1694,44.41
02/15/2019 16:00,22.594,31.791,19.346,32.404,19.003,32.74,16.875,29.492,16.3,11392,254,1280,48.18
02/15/2019 17:00,23.401,31.791,19.455,32.404,18.42,32.74,20.261,29.492,15.3,11223,281,719,53.61
02/15/2019 18:00,23.408,31.791,19.42,32.404,15.552,32.74,20.213,29.492,13.6,11749,365,170,56.54
02/15/2019 19:00,23.505,31.791,19.614,32.404,15.521,32.74,20.293,29.492,12.3,11527,489,0,55.49
02/15/2019 20:00,23.462,31.791,19.361,32.404,14.629,32.74,17.303,29.492,8.5,10883,626,0,52.07
02/15/2019 21:00,22.656,31.791,18.912,32.404,14.103,32.74,13.447,29.492,6.5,10339,748,0,45.58
02/15/2019 22:00,22.223,31.791,18.525,32.404,13.01,32.74,17.473,29.492,6.8,10362,835,0,46.4
02/15/2019 23:00,22.413,31.791,19.103,32.404,13.293,32.74,20.015,29.492,7.8,10741,865,0,42.89
02/16/2019 00:00,22.306,31.791,18.95,32.404,11.633,32.74,20.111,29.492,5.6,10471,846,0,43.05
02/16/2019 01:00,21.927,31.791,19.047,32.404,14.408,32.74,20.113,29.492,6.7,9745,1017,0,41.22
02/16/2019 02:00,22.127,31.791,18.919,32.404,16.488,32.74,20.099,29.492,5.2,9298,988,0,40.51
02/16/2019 03:00,22.324,31.791,18.266,32.404,16.62,32.74,20.075,29.492,5.6,9011,974,0,39.08
02/16/2019 04:00,22.319,31.791,18.839,32.404,16.297,32.74,20.118,29.492,4.3,8821,978,0,36.52
02/16/2019 05:00,23.231,31.791,19.341,32.404,16.879,32.74,20.215,29.492,5.4,8832,1000,0,40.47
02/16/2019 06:00,23.705,31.791,19.285,32.404,17.06,32.74,20.269,29.492,4,9091,1043,0,45
02/16/2019 07:00,23.752,31.791,19.414,32.404,17.66,32.74,20.314,29.492,3.3,9308,1076,0,51.36
02/16/2019 08:00,23.649,31.791,19.249,32.404,17.894,32.74,20.394,29.492,3.3,9748,1066,1,51.47
02/16/2019 09:00,23.581,31.791,19.527,32.404,18.53,32.74,20.385,29.492,4.8,10260,1017,208,55.9
02/16/2019 10:00,23.49,31.791,23.169,32.404,18.532,32.74,20.389,29.492,7.9,10554,918,659,58
02/16/2019 11:00,23.311,31.791,22.825,32.404,18.497,32.74,19.882,29.492,10.4,10623,760,1261,39.66
02/16/2019 12:00,22.897,31.791,22.169,32.404,17.252,32.74,18.243,29.492,11.3,10603,606,1699,40.24
02/16/2019 13:00,21.712,31.791,21.692,32.404,16.55,32.74,18.176,29.492,12.5,10384,514,1907,36.31
02/16/2019 14:00,21.569,31.791,21.29,32.404,16.497,32.74,16.156,29.492,13.4,10030,459,1892,37.39
02/16/2019 15:00,21.538,31.791,21.157,32.404,16.018,32.74,14.432,29.492,14.2,9915,408,1657,39.61
02/16/2019 16:00,21.798,31.791,21.531,32.404,16.562,32.74,13.892,29.492,13.8,9817,362,1254,42.11
02/16/2019 17:00,22.812,31.791,21.633,32.404,18.621,32.74,16.136,29.492,13.2,9800,328,658,46.83
02/16/2019 18:00,21.849,31.791,19.747,32.404,15.476,32.74,20.194,29.492,11.8,10750,323,148,52.63
02/16/2019 19:00,21.918,31.791,20.032,32.404,14.611,32.74,20.254,29.492,8.6,10779,350,0,62.98
02/16/2019 20:00,22.105,31.791,20.294,32.404,14.199,32.74,20.252,29.492,7.8,10313,392,0,46.47
02/16/2019 21:00,22.464,31.791,20.928,32.404,16.952,32.74,12.266,29.492,6.6,9809,435,0,40.67
02/16/2019 22:00,22.106,31.791,19.813,32.404,14.907,32.74,15.881,29.492,5.7,9607,479,0,43.37
02/16/2019 23:00,22.199,31.791,20.128,32.404,14.899,32.74,16.035,29.492,5.6,9876,526,0,40.7
02/17/2019 00:00,22.204,31.791,19.916,32.404,8.797,32.74,14.723,29.492,6,9445,572,0,39.95
02/17/2019 01:00,23.018,31.791,21.578,32.404,11.356,32.74,16.642,29.492,5,9032,683,0,40.46
02/17/2019 02:00,23.19,31.791,21.877,32.404,13.348,32.74,16.562,29.492,3.4,8676,736,0,37.24
02/17/2019 03:00,23.179,31.791,21.907,32.404,13.683,32.74,16.11,29.492,5,8597,797,0,36.27
02/17/2019 04:00,22.361,31.791,22.328,32.404,13.735,32.74,19.227,29.492,5.4,8396,872,0,36.13
02/17/2019 05:00,22.792,31.791,22.428,32.404,13.736,32.74,16.977,29.492,5.1,8313,964,0,36.74
02/17/2019 06:00,23.447,31.791,22.776,32.404,13.811,32.74,20.262,29.492,5.1,8473,1080,0,36.52
02/17/2019 07:00,23.49,31.791,22.909,32.404,17.736,32.74,20.186,29.492,5.9,8593,1206,0,38.82
02/17/2019 08:00,23.542,31.791,23.077,32.404,18.062,32.74,20.069,29.492,5.9,8800,1320,1,40
02/17/2019 09:00,23.595,31.791,23.137,32.404,18.093,32.74,20.31,29.492,6.4,9331,1418,216,38.88
02/17/2019 10:00,23.44,31.791,23.008,32.404,16.373,32.74,20.347,29.492,7.3,9816,1464,735,37.12
02/17/2019 11:00,23.197,31.791,22.652,32.404,16.268,32.74,18.503,29.492,9.4,10113,1423,1270,36.5
02/17/2019 12:00,21.875,31.791,21.922,32.404,16.178,32.74,18.172,29.492,12.2,10241,1350,1653,37.41
02/17/2019 13:00,21.674,31.791,21.698,32.404,16.014,32.74,17.856,29.492,14.5,9907,1290,1873,35.09
02/17/2019 14:00,21.545,31.791,21.584,32.404,15.938,32.74,18.179,29.492,15.6,9564,1249,1875,35.12
02/17/2019 15:00,22.554,31.791,21.598,32.404,16.206,32.74,16.406,29.492,15.9,9395,1230,1656,36.27
02/17/2019 16:00,21.86,31.791,21.593,32.404,16.462,32.74,13.6,29.492,15.4,9309,1227,1261,39.36
02/17/2019 17:00,22.667,31.791,22.204,32.404,18.095,32.74,18.671,29.492,14.7,9529,1253,713,44.03
02/17/2019 18:00,21.405,31.791,22.055,32.404,15.903,32.74,20.232,29.492,12.8,10431,1296,179,49.6
02/17/2019 19:00,19.028,31.791,21.745,32.404,15.551,32.74,13.031,29.492,11.5,10614,1321,0,50.07
02/17/2019 20:00,18.84,31.791,20.921,32.404,13.11,32.74,5.841,29.492,10.3,10270,1308,0,46.15
02/17/2019 21:00,20.838,31.791,20.808,32.404,12.982,32.74,9.902,29.492,10.2,9744,1276,0,38.85
02/17/2019 22:00,21.541,31.791,20.932,32.404,12.984,32.74,14.087,29.492,9.6,9555,1244,0,42.83
02/17/2019 23:00,22.762,31.791,21.397,32.404,14.147,32.74,16.079,29.492,9.3,9731,1212,0,38.75
02/18/2019 00:00,22.899,31.791,21.55,32.404,12.928,32.74,14.019,29.492,6.9,9260,1190,0,39.41
02/18/2019 01:00,22.997,31.791,21.347,32.404,13.745,32.74,13.38,29.492,6.8,8968,1068,0,38.78
02/18/2019 02:00,23.064,31.791,21.568,32.404,15.646,32.74,13.408,29.492,7,8611,1003,0,38.78
02/18/2019 03:00,22.872,31.791,21.725,32.404,15.966,32.74,13.404,29.492,6.9,8466,933,0,38.2
02/18/2019 04:00,21.889,31.791,21.7,32.404,15.97,32.74,13.381,29.492,6,8545,885,0,38.8
02/18/2019 05:00,22.391,31.791,21.783,32.404,16.026,32.74,13.466,29.492,5.1,8981,871,0,40
02/18/2019 06:00,23.154,31.791,22.183,32.404,17.545,32.74,13.653,29.492,5.7,9993,870,0,51.72
02/18/2019 07:00,23.351,31.791,22.53,32.404,18.508,32.74,19.35,29.492,5.3,11266,845,0,57.37
02/18/2019 08:00,23.3,31.791,22.379,32.404,19.03,32.74,13.782,29.492,5,11815,822,2,56.01
02/18/2019 09:00,21.986,31.791,22.061,32.404,18.291,32.74,15.02,29.492,6.7,11913,804,236,52.61
02/18/2019 10:00,21.057,31.791,21.539,32.404,18.435,32.74,20.28,29.492,8.2,11932,731,764,48.43
02/18/2019 11:00,20.934,31.791,21.156,32.404,19.042,32.74,19.743,29.492,10,11822,627,1295,45.05
02/18/2019 12:00,20.842,31.791,21.347,32.404,18.76,32.74,16.692,29.492,11.7,11695,537,1673,43.38
02/18/2019 13:00,19.958,31.791,20.843,32.404,18.306,32.74,18.163,29.492,13.7,11529,466,1882,43.17
02/18/2019 14:00,19.573,31.791,20.952,32.404,16.798,32.74,18.154,29.492,14.4,11368,430,1880,44.73
02/18/2019 15:00,19.688,31.791,20.995,32.404,15.777,32.74,18.017,29.492,14.9,11311,438,1654,47.35
02/18/2019 16:00,21.066,31.791,21.345,32.404,15.84,32.74,19.335,29.492,14.9,11239,491,1241,50.9
02/18/2019 17:00,22.03,31.791,21.488,32.404,16.984,32.74,13.413,29.492,13.6,11304,588,693,52.94
02/18/2019 18:00,23.113,31.791,22.286,32.404,14.013,32.74,18.438,29.492,11.1,12150,734,177,56.94
02/18/2019 19:00,23.203,31.791,22.229,32.404,14.934,32.74,20.321,29.492,9.4,12174,929,0,55.76
02/18/2019 20:00,22.969,31.791,21.623,32.404,13.119,32.74,7.133,29.492,10,11656,1078,0,51.91
02/18/2019 21:00,22.209,31.791,21.689,32.404,12.995,32.74,6.709,29.492,9.5,10972,1121,0,43.98
02/18/2019 22:00,21.538,31.791,21.805,32.404,12.979,32.74,11.664,29.492,8.8,10735,1115,0,47.09
02/18/2019 23:00,21.548,31.791,21.689,32.404,12.088,32.74,13.284,29.492,8.2,11031,1089,0,39.32
02/19/2019 00:00,21.11,31.791,21.585,32.404,8.925,32.74,18.842,29.492,9.1,10296,1051,0,36.5
02/19/2019 01:00,21.673,31.791,21.98,32.404,11.948,32.74,17.292,29.492,8.1,9818,1100,0,36.59
02/19/2019 02:00,21.682,31.791,22.075,32.404,15.056,32.74,16.938,29.492,7.5,9517,1044,0,36.49
02/19/2019 03:00,21.777,31.791,22.192,32.404,15.382,32.74,19.645,29.492,7.6,9264,1007,0,36
02/19/2019 04:00,21.779,31.791,22.234,32.404,15.42,32.74,19.653,29.492,7.5,9193,996,0,36.08
02/19/2019 05:00,21.895,31.791,22.449,32.404,15.445,32.74,19.664,29.492,7.1,9512,1003,0,38.1
02/19/2019 06:00,21.834,31.791,22.281,32.404,15.512,32.74,19.753,29.492,7,10397,1018,0,45.36
02/19/2019 07:00,21.974,31.791,22.77,32.404,17.081,32.74,18.691,29.492,6.7,11531,1027,0,51.51
02/19/2019 08:00,22.773,31.791,23.112,32.404,17.511,32.74,16.542,29.492,5.8,11889,1024,1,54.68
02/19/2019 09:00,22.705,31.791,22.825,32.404,17.472,32.74,14.441,29.492,6.3,12023,980,144,57.66
02/19/2019 10:00,21.929,31.791,22.777,32.404,17.504,32.74,14.369,29.492,7.4,12037,923,474,55.82
02/19/2019 11:00,21.877,31.791,22.597,32.404,17.868,32.74,14.255,29.492,8.2,11976,903,810,53.65
02/19/2019 12:00,21.82,31.791,22.345,32.404,16.567,32.74,13.324,29.492,8.9,11754,895,1062,42.36
02/19/2019 13:00,21.834,31.791,21.913,32.404,14.744,32.74,14.089,29.492,9.1,11626,890,1212,40.39
02/19/2019 14:00,21.838,31.791,22.107,32.404,14.705,32.74,15.557,29.492,9.7,11415,881,1218,39.85
02/19/2019 15:00,21.84,31.791,22.796,32.404,16.516,32.74,16.184,29.492,10.5,11415,851,1074,41.67
02/19/2019 16:00,21.844,31.791,22.43,32.404,16.522,32.74,12.217,29.492,10.3,11360,805,820,43.9
02/19/2019 17:00,21.87,31.791,22.642,32.404,18.042,32.74,7.662,29.492,9.9,11408,769,468,50.92
02/19/2019 18:00,20.128,31.791,22.554,32.404,13.919,32.74,7.597,29.492,9.3,12063,770,121,54.09
02/19/2019 19:00,18.889,31.791,22.56,32.404,13.873,32.74,9.013,29.492,8.2,12058,806,0,57.1
02/19/2019 20:00,19.395,31.791,22.81,32.404,14.467,32.74,9.887,29.492,7.7,11609,859,0,52.54
02/19/2019 21:00,19.564,31.791,22.873,32.404,15.899,32.74,12.283,29.492,6.9,10975,896,0,45.77
02/19/2019 22:00,21.276,31.791,22.579,32.404,17.448,32.74,11.664,29.492,5.9,10728,913,0,42.72
02/19/2019 23:00,21.238,31.791,22.327,32.404,17.387,32.74,11.977,29.492,5.6,10941,926,0,39.97
02/20/2019 00:00,21.228,31.791,22.309,32.404,13.815,32.74,12.655,29.492,4.3,10127,920,0,36.68
02/20/2019 01:00,21.066,31.791,22.194,32.404,13.176,32.74,13.356,29.492,4.5,9596,787,0,35.93
02/20/2019 02:00,18.655,31.791,22.196,32.404,15.229,32.74,13.3,29.492,4.3,9142,757,0,36.1
02/20/2019 03:00,19.325,31.791,22.346,32.404,16.107,32.74,13.388,29.492,4.2,8932,762,0,35.33
02/20/2019 04:00,22.691,31.791,22.636,32.404,16.476,32.74,13.464,29.492,3.6,8919,785,0,36.06
02/20/2019 05:00,23.476,31.791,23.041,32.404,17.128,32.74,13.52,29.492,3.1,9171,810,0,38.06
02/20/2019 06:00,23.523,31.791,23.129,32.404,16.829,32.74,13.631,29.492,3.6,10026,825,0,49.11
02/20/2019 07:00,23.593,31.791,23.581,32.404,18.146,32.74,20.201,29.492,3.2,11080,839,0,54.77
02/20/2019 08:00,21.682,31.791,20.691,32.404,18.463,32.74,20.162,29.492,3.6,11418,853,2,54.93
02/20/2019 09:00,20.996,31.791,23.26,32.404,17.686,32.74,18.865,29.492,4.5,11542,842,125,53.37
02/20/2019 10:00,21.676,31.791,22.614,32.404,17.567,32.74,18.869,29.492,5.9,11532,812,406,52.09
02/20/2019 11:00,21.341,31.791,22.346,32.404,17.564,32.74,19.17,29.492,7.8,11455,795,698,50.85
02/20/2019 12:00,20.611,31.791,21.941,32.404,15.773,32.74,19.449,29.492,9,11236,805,951,50.92
02/20/2019 13:00,20.637,31.791,21.981,32.404,14.305,32.74,14.951,29.492,8.9,11057,840,1123,45.21
02/20/2019 14:00,21.737,31.791,22.197,32.404,14.031,32.74,14.79,29.492,10.4,10959,877,1176,45.8
02/20/2019 15:00,21.753,31.791,21.827,32.404,14.493,32.74,16.437,29.492,11,10940,906,1077,46.12
02/20/2019 16:00,21.753,31.791,22.237,32.404,15.309,32.74,14.8,29.492,11,10794,927,845,49.79
02/20/2019 17:00,21.86,31.791,22.2,32.404,16.745,32.74,8.387,29.492,10.5,10793,918,482,51.96
02/20/2019 18:00,21.915,31.791,22.48,32.404,14.187,32.74,7.708,29.492,9.2,11424,904,132,54.25
02/20/2019 19:00,22.763,31.791,22.875,32.404,13.964,32.74,11.189,29.492,8.3,11532,921,0,54.67
02/20/2019 20:00,23.246,31.791,23.251,32.404,13.943,32.74,8.948,29.492,7.2,11020,952,0,51.61
02/20/2019 21:00,23.275,31.791,23.277,32.404,14.232,32.74,7.278,29.492,6,10395,970,0,47.46
02/20/2019 22:00,23.268,31.791,23.318,32.404,13.959,32.74,13.246,29.492,7.5,10146,956,0,49.9
02/20/2019 23:00,21.985,31.791,22.544,32.404,13.849,32.74,13.508,29.492,7.9,10404,916,0,44.92
02/21/2019 00:00,23.019,31.791,22.253,32.404,10.071,32.74,13.362,29.492,6.4,10335,857,0,42.72
02/21/2019 01:00,23.114,31.791,22.491,32.404,12.982,32.74,13.411,29.492,5.5,9758,905,0,38.62
02/21/2019 02:00,22.979,31.791,22.507,32.404,14.373,32.74,13.449,29.492,5.5,9430,893,0,38.03
02/21/2019 03:00,21.662,31.791,22.45,32.404,14.222,32.74,13.416,29.492,5.6,9187,890,0,35.36
02/21/2019 04:00,19.591,31.791,22.525,32.404,14.234,32.74,13.421,29.492,5.7,9096,888,0,36.08
02/21/2019 05:00,22.393,31.791,22.861,32.404,14.291,32.74,13.476,29.492,6.4,9418,886,0,37.9
02/21/2019 06:00,23.233,31.791,22.791,32.404,14.293,32.74,13.545,29.492,5.3,10431,886,0,51.97
02/21/2019 07:00,23.314,31.791,22.994,32.404,16.686,32.74,17.599,29.492,5.4,11586,875,0,57.7
02/21/2019 08:00,23.371,31.791,23.394,32.404,17.071,32.74,20.39,29.492,6,11945,838,2,56.71
02/21/2019 09:00,23.116,31.791,23.45,32.404,17.078,32.74,20.385,29.492,6.9,12075,808,159,60.38
02/21/2019 10:00,23.153,31.791,23.582,32.404,17.081,32.74,20.339,29.492,8,11971,799,498,52.64
02/21/2019 11:00,22.672,31.791,23.261,32.404,17.008,32.74,19.748,29.492,9.8,11890,802,843,51.22
02/21/2019 12:00,21.898,31.791,23.305,32.404,14.218,32.74,19.435,29.492,11.6,11616,809,1132,45.08
02/21/2019 13:00,21.883,31.791,22.999,32.404,14.536,32.74,19.745,29.492,11.9,11410,811,1300,42.6
02/21/2019 14:00,21.835,31.791,22.672,32.404,14.528,32.74,19.362,29.492,12.5,11195,793,1288,39.52
02/21/2019 15:00,22.404,31.791,23.322,32.404,14.585,32.74,20.237,29.492,12.5,11203,761,1129,43.02
02/21/2019 16:00,23.258,31.791,23.397,32.404,14.614,32.74,20.317,29.492,12.9,11278,721,858,46.3
02/21/2019 17:00,22.179,31.791,23.204,32.404,14.565,32.74,13.46,29.492,12.7,11361,686,495,50.61
02/21/2019 18:00,20.808,31.791,22.79,32.404,11.789,32.74,12.748,29.492,12,12128,671,139,53.1
02/21/2019 19:00,19.418,31.791,22.83,32.404,11.516,32.74,12.771,29.492,11.4,12283,651,1,55.28
02/21/2019 20:00,21.566,31.791,22.64,32.404,11.518,32.74,12.765,29.492,10.1,11744,614,0,51.39
02/21/2019 21:00,23.304,31.791,22.357,32.404,11.484,32.74,14.728,29.492,10.5,11086,577,0,46.13
02/21/2019 22:00,23.306,31.791,22.065,32.404,11.436,32.74,19.968,29.492,10.6,10830,535,0,45.08
02/21/2019 23:00,21.984,31.791,21.854,32.404,11.358,32.74,20.126,29.492,9.3,11119,478,0,45.3
02/22/2019 00:00,20.359,31.791,21.597,32.404,7.629,32.74,13.651,29.492,8.9,10238,398,0,41.62
02/22/2019 01:00,22.297,31.791,22.151,32.404,10.559,32.74,13.458,29.492,7.5,9736,296,0,40.32
02/22/2019 02:00,22.491,31.791,23.034,32.404,12.661,32.74,13.517,29.492,7.2,9438,251,0,39.84
02/22/2019 03:00,20.006,31.791,22.779,32.404,12.594,32.74,13.451,29.492,6.5,9211,202,0,39.59
02/22/2019 04:00,19.832,31.791,22.594,32.404,12.625,32.74,13.467,29.492,6.5,9134,158,0,39.35
02/22/2019 05:00,19.806,31.791,22.553,32.404,12.624,32.74,13.469,29.492,5.8,9406,122,0,42
02/22/2019 06:00,19.949,31.791,22.876,32.404,12.694,32.74,13.657,29.492,6,10233,97,0,50.52
02/22/2019 07:00,22.727,31.791,23.409,32.404,14.394,32.74,20.279,29.492,6.2,11294,85,0,55.16
02/22/2019 08:00,23.76,31.791,23.61,32.404,14.653,32.74,20.402,29.492,6.3,11684,72,2,58.09
02/22/2019 09:00,23.761,31.791,23.528,32.404,14.704,32.74,20.198,29.492,6.4,11816,60,87,55.62
02/22/2019 10:00,23.729,31.791,23.633,32.404,14.106,32.74,20.353,29.492,6.9,11811,54,272,54.14
02/22/2019 11:00,23.504,31.791,23.615,32.404,14.847,32.74,19.732,29.492,7.9,11793,46,475,53.06
02/22/2019 12:00,22.731,31.791,23.628,32.404,16.278,32.74,20.317,29.492,9,11561,41,637,51.45
02/22/2019 13:00,23.099,31.791,23.418,32.404,16.11,32.74,20.278,29.492,9.6,11420,38,714,48.99
02/22/2019 14:00,22.559,31.791,23.745,32.404,16.727,32.74,20.265,29.492,11,11200,38,699,45.88
02/22/2019 15:00,22.613,31.791,23.985,32.404,18.303,32.74,20.368,29.492,11.4,11082,39,609,46.06
02/22/2019 16:00,22.526,31.791,23.621,32.404,18.47,32.74,20.302,29.492,11.4,10918,50,470,52.06
02/22/2019 17:00,22.442,31.791,23.425,32.404,18.419,32.74,13.446,29.492,11.5,10891,69,284,54.28
02/22/2019 18:00,22.36,31.791,22.983,32.404,13.9,32.74,12.692,29.492,11.1,11525,97,85,54.58
02/22/2019 19:00,22.277,31.791,22.886,32.404,13.225,32.74,12.668,29.492,10.6,11719,143,1,51.68
02/22/2019 20:00,18.436,31.791,22.7,32.404,13.189,32.74,12.609,29.492,9.4,11212,193,0,48.72
02/22/2019 21:00,18.393,31.791,22.841,32.404,13.167,32.74,13.406,29.492,8.8,10649,239,0,43.02
02/22/2019 22:00,15.996,31.791,22.351,32.404,13.123,32.74,17.561,29.492,8,10389,295,0,46.3
02/22/2019 23:00,16.018,31.791,22.493,32.404,11.767,32.74,20.012,29.492,7.5,10578,353,0,46.26
02/23/2019 00:00,15.968,31.791,22.135,32.404,9.964,32.74,13.499,29.492,6.9,10316,397,0,38.04
02/23/2019 01:00,18.177,31.791,22.479,32.404,12.935,32.74,13.319,29.492,6.2,9750,530,0,36.54
02/23/2019 02:00,20.077,31.791,22.67,32.404,16.099,32.74,13.363,29.492,6.6,9209,520,0,36.06
02/23/2019 03:00,20.139,31.791,22.871,32.404,16.44,32.74,13.42,29.492,5.9,8900,505,0,36.01
02/23/2019 04:00,20.193,31.791,22.763,32.404,16.332,32.74,13.039,29.492,4.2,8815,503,0,35.61
02/23/2019 05:00,20.297,31.791,23.173,32.404,16.254,32.74,13.062,29.492,5.1,8842,511,0,36.03
02/23/2019 06:00,20.57,31.791,23.379,32.404,16.256,32.74,13.639,29.492,4.5,9047,512,0,37.3
02/23/2019 07:00,24.059,31.791,23.855,32.404,18.101,32.74,20.246,29.492,4,9345,513,0,41.11
02/23/2019 08:00,24.156,31.791,24.169,32.404,17.61,32.74,20.319,29.492,3.9,9701,506,7,43.57
02/23/2019 09:00,24.067,31.791,23.722,32.404,16.867,32.74,20.358,29.492,5.5,10158,470,268,47.3
02/23/2019 10:00,23.974,31.791,23.682,32.404,17.006,32.74,19.832,29.492,7.2,10505,389,774,40.94
02/23/2019 11:00,23.028,31.791,23.467,32.404,17.663,32.74,18.273,29.492,8.6,10548,289,1272,38.02
02/23/2019 12:00,22.529,31.791,23.284,32.404,18.535,32.74,18.25,29.492,9.7,10501,216,1687,35.79
02/23/2019 13:00,22.357,31.791,22.923,32.404,18.386,32.74,18.187,29.492,10.8,10322,183,1919,35.47
02/23/2019 14:00,22.213,31.791,22.549,32.404,18.097,32.74,18.129,29.492,12.2,9990,175,1923,35.62
02/23/2019 15:00,22.175,31.791,22.408,32.404,18.088,32.74,18.098,29.492,12.4,9910,191,1692,35.5
02/23/2019 16:00,21.88,31.791,22.6,32.404,16.61,32.74,18.129,29.492,12.9,9831,240,1273,48.52
02/23/2019 17:00,21.279,31.791,22.647,32.404,15.617,32.74,13.048,29.492,12.6,9902,327,754,47.49
02/23/2019 18:00,22.29,31.791,22.519,32.404,13.522,32.74,12.616,29.492,11.4,10787,450,230,52.81
02/23/2019 19:00,23.097,31.791,22.9,32.404,16.095,32.74,12.698,29.492,10.2,10963,575,2,50.97
02/23/2019 20:00,19.171,31.791,22.078,32.404,14.931,32.74,12.358,29.492,9,10466,647,0,46.99
02/23/2019 21:00,18.38,31.791,22.031,32.404,13.358,32.74,9.991,29.492,7.9,9968,637,0,40.35
02/23/2019 22:00,16.02,31.791,21.943,32.404,12.419,32.74,18.252,29.492,7,9652,581,0,41.59
02/23/2019 23:00,16.697,31.791,21.186,32.404,10.523,32.74,19.924,29.492,5.1,9838,510,0,39
02/24/2019 00:00,20.358,31.791,19.662,32.404,6.353,32.74,13.428,29.492,4.9,9351,441,0,37.82
02/24/2019 01:00,22.367,31.791,19.129,32.404,6.506,32.74,13.264,29.492,4.9,8897,374,0,37.54
02/24/2019 02:00,22.382,31.791,19.146,32.404,9.755,32.74,13.274,29.492,4.8,8583,340,0,37.53
02/24/2019 03:00,21.884,31.791,19.325,32.404,12.677,32.74,13.322,29.492,4.5,8576,301,0,36.21
02/24/2019 04:00,20.561,31.791,19.379,32.404,12.705,32.74,13.299,29.492,3.4,8362,259,0,36.21
02/24/2019 05:00,20.725,31.791,20.06,32.404,12.779,32.74,13.312,29.492,3.7,8286,221,0,37.04
02/24/2019 06:00,20.838,31.791,20.547,32.404,12.77,32.74,13.481,29.492,3.8,8509,194,0,37.33
02/24/2019 07:00,20.914,31.791,20.576,32.404,16.721,32.74,19.878,29.492,1.8,8588,173,0,37.98
02/24/2019 08:00,23.218,31.791,21.19,32.404,17.088,32.74,20.266,29.492,0.3,8824,149,10,39.11
02/24/2019 09:00,23.067,31.791,21.45,32.404,16.599,32.74,20.332,29.492,2.5,9326,125,299,39.79
02/24/2019 10:00,23.996,31.791,21.091,32.404,16.434,32.74,19.573,29.492,4.3,9682,107,826,37.65
02/24/2019 11:00,23.771,31.791,20.683,32.404,15.036,32.74,18.215,29.492,8.4,9911,89,1330,37.06
02/24/2019 12:00,23.699,31.791,20.646,32.404,15.992,32.74,18.254,29.492,10.9,10050,70,1731,37.14
02/24/2019 13:00,23.654,31.791,20.903,32.404,17.237,32.74,18.261,29.492,12.1,9805,59,1937,35
02/24/2019 14:00,22.21,31.791,19.894,32.404,15.504,32.74,18.04,29.492,13.3,9386,51,1916,34.54
